mode,load,0_inception_v3-8,1_resnet152-4,2_resnet50-8
mps-uncap,0.8,50.22704601287842,163.02657127380377,45.14195919036869
mps-uncap,0.9,87.1072769165039,3036.5457534790044,202.6678085327149
mps-uncap,1.0,6058.202695846558,8897.94635772705,279.8743009567261
mps-uncap,0.5,22.868633270263672,36.05709075927736,14.10531997680664
mps-uncap,0.6,30.728125572204604,41.1527156829834,17.517948150634766
mps-uncap,0.7,31.654930114746094,65.31667709350586,24.551391601562504
mps-uncap,0.1,20.780467987060547,30.199289321899414,14.080047607421875
mps-uncap,0.2,21.04663848876953,26.111221313476566,15.39003849029541
mps-uncap,0.3,18.81580352783203,26.494979858398438,13.474369049072266
mps-uncap,0.4,19.900202751159675,30.99982738494873,13.457155227661135
