mode,load,0_inception_v3-8,1_resnet152-4,2_resnet50-8
mps-uncap,0.8,22.75252342224121,26.131868362426758,20.952224731445312
mps-uncap,0.9,22.0944881439209,29.671430587768555,18.78833770751953
mps-uncap,1.0,25.382518768310547,31.025409698486328,19.17243003845215
mps-uncap,0.5,15.830516815185547,19.238710403442383,11.366844177246094
mps-uncap,0.6,25.061607360839844,28.185129165649414,21.544218063354492
mps-uncap,0.7,17.429590225219727,24.348020553588867,15.349388122558594
mps-uncap,0.1,23.770570755004883,33.00952911376953,13.118743896484375
mps-uncap,0.2,22.63641357421875,31.39495849609375,12.741804122924805
mps-uncap,0.3,21.425485610961914,28.986692428588867,12.514114379882812
mps-uncap,0.4,23.534297943115234,31.182527542114258,21.361827850341797
