mode,load,0_resnet50-32,1_squeezenet1_0-2,2_squeezenet1_0-4
mps-uncap,1.0,14.971256256103516,1.8291473388671875,2.0568370819091797
mig,1.0,25.634765625,1.7304420471191406,2.6848316192626953
