mode,load,0_efficientnet_b7-32,1_resnet50-16,2_squeezenet1_0-2
mps-uncap,0.8,82.56802320480347,29.42663669586182,13.412833213806149
mps-uncap,0.9,82.36634731292725,28.68429183959961,13.66032361984253
mps-uncap,1.0,82.71597862243651,28.940308094024658,13.778009414672852
mps-uncap,0.5,78.18316459655762,30.219602584838864,11.279163360595703
mps-uncap,0.6,80.39670944213867,29.37614917755127,13.125200271606444
mps-uncap,0.7,79.74947690963745,30.901226997375492,11.525940895080568
mps-uncap,0.1,89.5817852020264,28.744544982910153,11.471228599548333
mps-uncap,0.2,84.17512893676759,30.882811546325684,11.47500038146973
mps-uncap,0.3,70.76576471328735,30.36497592926024,12.115478515625
mps-uncap,0.4,77.47074365615843,28.817524909973145,12.394154071807858
