mode,load,0_efficientnet_b7-32,1_resnet50-16,2_squeezenet1_0-2
mps-uncap,0.8,76.29716396331787,15.538692474365234,5.753993988037109
mps-uncap,0.9,79.27823066711426,16.425132751464844,6.479382514953613
mps-uncap,1.0,80.06858825683594,16.879796981811523,6.792783737182617
mps-uncap,0.5,63.8117790222168,9.588837623596191,3.8819313049316406
mps-uncap,0.6,67.03639030456543,13.452768325805664,4.003286361694336
mps-uncap,0.7,71.51758670806885,14.925718307495117,4.088759422302246
mps-uncap,0.1,56.48994445800781,11.190414428710938,4.162311553955078
mps-uncap,0.2,56.397438049316406,11.043787002563477,4.098176956176758
mps-uncap,0.3,59.449195861816406,11.006593704223633,4.000425338745117
mps-uncap,0.4,61.212897300720215,10.335445404052734,4.039406776428223
