mode,load,0_efficientnet_b7-32,1_resnet50-16,2_squeezenet1_0-2
mps-uncap,0.8,83.5263729095459,32.640933990478516,15.572071075439453
mps-uncap,0.9,83.52231979370117,31.487703323364258,16.208410263061523
mps-uncap,1.0,90.52205085754395,30.598163604736328,18.140792846679688
mps-uncap,0.5,79.76174354553223,42.60420799255371,12.992620468139648
mps-uncap,0.6,82.44705200195312,32.90557861328125,15.319347381591797
mps-uncap,0.7,88.45305442810059,33.08296203613281,19.166946411132812
mps-uncap,0.1,94.22945976257324,40.3592586517334,17.745256423950195
mps-uncap,0.2,95.78824043273926,36.632537841796875,15.66767692565918
mps-uncap,0.3,73.01926612854004,33.820152282714844,19.652843475341797
mps-uncap,0.4,78.88102531433105,34.28912162780762,14.197587966918945
