mode,load,0_efficientnet_b7-32,1_resnet50-16,2_squeezenet1_0-2
mps-uncap,0.8,338.55950496757094,736.1497396633141,219.32681232905696
mps-uncap,0.9,375.3968980940009,793.2423170208308,247.20394196843094
mps-uncap,1.0,388.98467224208827,861.9019408324241,262.23269574379054
mps-uncap,0.5,222.06516158495336,464.5934814411437,139.29785541095208
mps-uncap,0.6,257.18352763410456,543.9287912933679,164.5118037173943
mps-uncap,0.7,278.74960588825314,627.6819164079699,192.08859379787575
mps-uncap,0.1,38.1256990480603,83.09093717864653,27.787276243325557
mps-uncap,0.2,80.34707465418599,187.357926132264,54.6779541989434
mps-uncap,0.3,132.18794899617646,274.95755722926185,82.75218089727635
mps-uncap,0.4,174.69844995937237,359.28884545589517,113.39941060372563
