mode,load,0_vgg13-16,1_vgg13-16,2_vgg13-16,3_vgg13-16
mig,0.1,0.06413459777832031,0.062465667724609375,0.06270408630371094,0.06365776062011719
mig,0.2,0.06437301635742188,0.06198883056640625,0.057697296142578125,0.061511993408203125
mig,0.3,0.05984306335449219,0.05900859832763672,0.060558319091796875,0.05936622619628906
mig,0.4,0.05888938903808594,0.05841255187988281,0.05888938903808594,0.061392784118652344
mig,0.5,0.06461143493652344,0.07152557373046875,0.06663799285888672,0.0629425048828125
mig,0.6,9.5062255859375,6.746053695678711,8.329629898071289,15.111207962036133
mig,0.7,16.868114471435547,18.880248069763184,14.226078987121582,31.757831573486328
mig,0.8,27.61363983154297,34.40117835998535,23.28658103942871,48.06208610534668
mig,0.9,43.47872734069824,72.29089736938477,46.78702354431152,146.9748020172119
mig,1.0,217.71621704101562,444.2930221557617,279.2212963104248,2545.356512069702
