mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_resnet18-4
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.018358230590820312,0.0057220458984375
