mode,load,0_densenet169-16,1_mobilenet_v3_large-2,2_vgg16-32
mps-uncap,0.8,69.16594505310059,15.525579452514648,35.05825996398926
mps-uncap,0.9,108.08420181274414,23.827075958251953,65.51003456115723
mps-uncap,1.0,667.8544282913208,50.29916763305664,552.9940128326416
mps-uncap,0.5,27.516841888427734,7.747292518615723,19.576311111450195
mps-uncap,0.6,32.41324424743652,11.10386848449707,22.327780723571777
mps-uncap,0.7,44.0673828125,13.255476951599121,28.992176055908203
mps-uncap,0.1,23.67222309112549,7.317066192626953,17.55237579345703
mps-uncap,0.2,23.63872528076172,7.0953369140625,17.53389835357666
mps-uncap,0.3,23.381352424621582,7.310628890991211,17.601728439331055
mps-uncap,0.4,22.271275520324707,7.485628128051758,17.84062385559082
