mode,load,0_densenet169-16,1_mobilenet_v3_large-2,2_vgg16-32
mps-uncap,0.8,12.400150299072266,2.8264522552490234,17.443180084228516
mps-uncap,0.9,12.34292984008789,2.7828216552734375,17.472267150878906
mps-uncap,1.0,12.808084487915039,2.805948257446289,17.61937141418457
mps-uncap,0.5,12.282371520996094,2.7799606323242188,17.432689666748047
mps-uncap,0.6,12.158393859863281,2.8510093688964844,17.399311065673828
mps-uncap,0.7,12.346029281616211,2.7968883514404297,17.415523529052734
mps-uncap,0.1,12.20393180847168,3.020763397216797,17.411470413208008
mps-uncap,0.2,12.250185012817383,2.7511119842529297,17.34161376953125
mps-uncap,0.3,12.254714965820312,2.8145313262939453,17.352581024169922
mps-uncap,0.4,12.23134994506836,2.905607223510742,17.395973205566406
