mode,load,0_mobilenet_v2-16,1_mobilenet_v2-32,2_mobilenet_v3_small-32,3_resnet50-32
mps-uncap,1.0,1114.7642982721425,1692.3061687739855,1694.3614062232991,1251.3247990328812
