mode,load,0_efficientnet_b7-4,1_squeezenet1_0-16,2_vgg19-16
mps-uncap,0.8,33.30865692779119,1017.4204972140087,835.3227227709856
mps-uncap,0.9,37.622644007202275,1116.2291312907464,941.9607548085711
mps-uncap,1.0,45.31139339621073,1308.753067371236,1057.921814982706
mps-uncap,0.5,21.194458786048106,620.3976030039964,521.8873528588085
mps-uncap,0.6,23.715779502835847,780.5082845831672,636.1670373113913
mps-uncap,0.7,29.595852779466316,918.289222823272,757.3103812552852
mps-uncap,0.1,4.091427924003906,128.4432392370949,96.76282014436187
mps-uncap,0.2,8.762671600925211,256.1594851122456,214.4414546908303
mps-uncap,0.3,12.130611698895216,377.0553080444931,300.882604481409
mps-uncap,0.4,17.848505793629847,489.30314090885474,437.501471389368
