mode,load,0_efficientnet_b7-4,1_squeezenet1_0-16,2_vgg19-16
mps-uncap,0.8,88.02485466003418,13.929545879364014,15.630123615264894
mps-uncap,0.9,95.03605365753175,14.226012229919434,15.50459623336792
mps-uncap,1.0,91.95016860961914,14.468631744384767,16.21297836303711
mps-uncap,0.5,67.47119903564457,12.878212928771978,14.382407665252686
mps-uncap,0.6,77.94095039367673,13.15397024154663,14.870166778564451
mps-uncap,0.7,84.89094972610475,13.758158683776854,15.285618305206293
mps-uncap,0.1,34.37572002410888,11.063127517700195,12.82041549682617
mps-uncap,0.2,46.864771842956536,11.622343063354492,13.370990753173828
mps-uncap,0.3,48.46374273300169,11.537961959838867,13.545780181884766
mps-uncap,0.4,59.68799829483033,12.46975660324096,14.218444824218748
