mode,load,0_efficientnet_b7-4,1_squeezenet1_0-16,2_vgg19-16
mps-uncap,0.8,49.47304725646973,20.991802215576172,46.124124526977525
mps-uncap,0.9,133.30578804016116,32.32791423797608,86.79692745208742
mps-uncap,1.0,1563.3665561676032,1175.979614257813,2405.5422067642216
mps-uncap,0.5,15.276741981506357,4.604864120483399,11.788916587829588
mps-uncap,0.6,15.230178833007812,8.110904693603517,17.765045166015625
mps-uncap,0.7,34.51943397521973,13.74535560607911,30.58624267578125
mps-uncap,0.1,0.06699562072753906,0.06892681121826172,0.07152557373046875
mps-uncap,0.2,0.07200241088867188,0.072479248046875,4.309654235839844
mps-uncap,0.3,0.07274150848388673,0.07190704345703128,6.518697738647463
mps-uncap,0.4,4.781270027160638,1.3889074325561523,10.465073585510254
