mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32
mig,0.1,11.005172729492184,9.62510108947754
mig,0.2,10.77380657196045,9.48651075363159
mig,0.3,11.034543514251709,9.739551544189453
mig,0.4,11.001381874084473,9.679989814758299
mig,0.5,11.063427925109865,9.764671325683594
mig,0.6,11.100292205810547,9.788038730621336
mig,0.7,11.093225479125977,9.771342277526854
mig,0.8,11.098146438598633,9.774227142333984
mig,0.9,11.108651161193848,9.782850742340088
mig,1.0,11.112072467803955,9.781749248504639
