mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32
mig,0.1,303.9292052595655,367.30714834259027
mig,0.2,672.8703402885151,654.6754892073475
mig,0.3,981.298831460903,984.5793647460273
mig,0.4,1327.9999940434197,1306.3582709129175
mig,0.5,1674.909581829789,1629.6028302693637
mig,0.6,1990.9654612813358,1941.9307159728014
mig,0.7,2326.9003489306547,2296.7776549818796
mig,0.8,2684.1526119348005,2630.65818647293
mig,0.9,2977.494245349252,2992.2746906521825
mig,1.0,3047.884253582402,3247.1437087594663
