mode,load,0_inception_v3-8,1_mobilenet_v3_large-16,2_vgg16-2
mps-uncap,0.8,19.537687301635742,14.106273651123047,6.688117980957031
mps-uncap,0.9,805.2217960357666,204.35667037963867,12.930512428283691
mps-uncap,1.0,4736.294269561768,659.0518951416016,2320.5811977386475
mps-uncap,0.5,11.136770248413086,7.27391242980957,3.1790733337402344
mps-uncap,0.6,11.326313018798828,7.707476615905762,3.548860549926758
mps-uncap,0.7,13.781547546386719,9.566664695739746,4.41741943359375
mps-uncap,0.1,19.964218139648438,11.552095413208008,2.9886960983276367
mps-uncap,0.2,16.428351402282715,10.935425758361816,2.832174301147461
mps-uncap,0.3,13.581991195678711,9.029626846313477,2.7914047241210938
mps-uncap,0.4,11.701107025146484,7.68589973449707,3.000020980834961
