mode,load,0_inception_v3-8,1_mobilenet_v3_large-16,2_vgg16-2
mps-uncap,0.8,12.935018539428711,7.289457321166992,4.026269912719727
mps-uncap,0.9,15.529417991638184,7.697391510009766,4.125833511352539
mps-uncap,1.0,15.613770484924316,6.851387023925781,4.248571395874024
mps-uncap,0.5,11.87443733215332,7.683134078979491,3.766250610351563
mps-uncap,0.6,11.625480651855469,7.101845741271975,3.8283348083496094
mps-uncap,0.7,12.217521667480469,7.178974151611329,3.921031951904297
mps-uncap,0.1,20.693302154541016,11.921167373657227,3.660297393798829
mps-uncap,0.2,20.08380889892578,11.608052253723146,3.337883949279785
mps-uncap,0.3,16.14212989807129,10.0860595703125,3.5100936889648433
mps-uncap,0.4,14.51098918914795,8.877038955688477,3.7745237350463867
