mode,load,0_inception_v3-8,1_mobilenet_v3_large-16,2_vgg16-2
mps-uncap,0.8,11.085271835327148,6.142616271972656,3.272533416748047
mps-uncap,0.9,14.355897903442383,6.923317909240723,3.270387649536133
mps-uncap,1.0,14.690995216369629,6.252050399780273,3.6458969116210938
mps-uncap,0.5,9.71531867980957,5.560874938964844,2.6694536209106445
mps-uncap,0.6,9.606122970581055,5.396127700805664,2.756357192993164
mps-uncap,0.7,9.963750839233398,5.704164505004883,3.04412841796875
mps-uncap,0.1,19.717693328857422,11.354207992553711,2.9206275939941406
mps-uncap,0.2,15.864253044128418,9.568214416503906,2.7620792388916016
mps-uncap,0.3,11.278867721557617,7.604837417602539,2.6750564575195312
mps-uncap,0.4,10.187625885009766,6.199359893798828,2.7015209197998047
