mode,load,0_inception_v3-8,1_mobilenet_v3_large-16,2_vgg16-2
mps-uncap,0.8,13.97683143615723,8.980941772460936,4.996080398559569
mps-uncap,0.9,16.340119838714603,8.269917964935301,4.787921905517578
mps-uncap,1.0,16.478047370910645,7.311673164367676,4.955639839172365
mps-uncap,0.5,15.285611152648926,9.457521438598636,4.984681606292722
mps-uncap,0.6,13.460187911987303,9.140465259551997,5.034513473510741
mps-uncap,0.7,13.592138290405272,9.252142906188963,4.994630813598633
mps-uncap,0.1,22.89752960205078,12.810044288635247,5.376665592193608
mps-uncap,0.2,20.856034755706787,12.086219787597658,4.820137023925777
mps-uncap,0.3,19.358730316162113,11.539649963378904,4.907488822937009
mps-uncap,0.4,16.739201545715332,10.532283782958972,5.114202499389646
