mode,load,0_inception_v3-8,1_mobilenet_v3_large-16,2_vgg16-2
mps-uncap,0.8,88.37258338928233,70.96654891967772,37.706542015075456
mps-uncap,0.9,1354.3929219245915,510.68217515945423,103.12080383300781
mps-uncap,1.0,9484.014201164246,1372.4864959716797,4682.551593780519
mps-uncap,0.5,33.26892852783203,23.524780273437546,11.632037162780746
mps-uncap,0.6,44.02466773986815,27.761836051940914,14.111890792846676
mps-uncap,0.7,54.80034828186033,44.64645147323602,21.598458290100098
mps-uncap,0.1,35.97140312194823,25.20860195159912,6.729774475097658
mps-uncap,0.2,36.42613887786866,28.413324356079123,7.1537446975707795
mps-uncap,0.3,34.51626300811768,25.36845207214355,8.136043548583961
mps-uncap,0.4,31.23536109924317,23.05052757263183,10.69874286651611
