mode,load,0_inception_v3-8,1_mobilenet_v3_large-16,2_vgg16-2
mps-uncap,0.8,116.31584167480469,107.09738731384277,51.37753486633301
mps-uncap,0.9,1454.437255859375,559.3748092651367,140.01035690307617
mps-uncap,1.0,9650.691986083984,1443.228006362915,4715.922594070435
mps-uncap,0.5,54.16750907897949,43.36237907409668,30.37285804748535
mps-uncap,0.6,63.84420394897461,46.831369400024414,24.51634407043457
mps-uncap,0.7,109.76982116699219,91.45832061767578,38.175344467163086
mps-uncap,0.1,39.751529693603516,34.38282012939453,12.076377868652344
mps-uncap,0.2,42.6945686340332,40.33207893371582,19.891738891601562
mps-uncap,0.3,45.33648490905762,35.62569618225098,14.886140823364258
mps-uncap,0.4,45.78399658203125,45.13430595397949,19.987106323242188
