mode,load,0_inception_v3-8,1_mobilenet_v3_large-16,2_vgg16-2
mps-uncap,0.8,8.588790893554688,8.051395416259766,3.342866897583008
mps-uncap,0.9,791.3534641265869,197.42417335510254,9.559273719787598
mps-uncap,1.0,4721.240043640137,652.1596908569336,2316.8654441833496
mps-uncap,0.5,0.026941299438476562,0.031232833862304688,0.024318695068359375
mps-uncap,0.6,0.024557113647460938,1.4619827270507812,0.027894973754882812
mps-uncap,0.7,3.564119338989258,3.7518739700317383,1.3115406036376953
mps-uncap,0.1,0.03981590270996094,0.030994415283203125,0.039577484130859375
mps-uncap,0.2,0.030040740966796875,0.02956390380859375,0.027894973754882812
mps-uncap,0.3,0.028133392333984375,0.02765655517578125,0.02574920654296875
mps-uncap,0.4,0.028133392333984375,0.026941299438476562,0.025987625122070312
