mode,load,0_efficientnet_b6-16,1_efficientnet_b6-2,2_mobilenet_v2-32,3_resnet34-32
mps-uncap,1.0,0.000476837158203125,0.010251998901367188,0.0007152557373046875,0.000476837158203125
