mode,load,0_resnet18-32,1_densenet161-16,2_mobilenet_v3_small-8
mps-uncap,0.6,0.02586841583251953,0.025987625122070312,3.3087730407714844
mig,0.6,3.5889148712158203,25.005817413330078,2.0366907119750977
mps-uncap,0.7,0.020503997802734375,0.02574920654296875,7.89332389831543
mig,0.7,6.529331207275391,41.14186763763428,3.278017044067383
mps-uncap,0.8,1.338958740234375,0.021696090698242188,20.689010620117188
mig,0.8,11.23356819152832,61.72585487365723,5.374908447265625
mps-uncap,0.9,2.888202667236328,0.026226043701171875,3468.081474304199
mig,0.9,33.05554389953613,142.26806163787842,11.449217796325684
mps-uncap,1.0,5.5817365646362305,2.075314521789551,11412.933111190796
mig,1.0,485.92257499694824,1464.8436307907104,62.29662895202637
mps-uncap,1.1,10.287046432495117,9.738802909851074,16011.439204216003
mig,1.1,3439.9386644363403,3553.2405376434326,3231.687903404236
mps-uncap,1.2,19.771337509155273,31.1354398727417,17774.33753013611
mig,1.2,7450.307726860046,5594.714045524597,7014.286279678345
mps-uncap,1.3,1186.706304550171,30.76803684234619,24541.3019657135
mig,1.3,10476.118803024292,9795.666337013245,9953.18078994751
