mode,load,0_resnet101-2,1_resnet101-2
mig,0.1,0.011444091796875,0.012159347534179688
mig,0.2,0.011444091796875,0.010013580322265625
mig,0.3,0.011920928955078125,0.010013580322265625
mig,0.4,0.011444091796875,0.010013580322265625
mig,0.5,0.011682510375976562,0.011920928955078125
mig,0.6,0.0133514404296875,0.012636184692382812
mig,0.7,0.011920928955078125,0.012636184692382812
mig,0.8,0.01239776611328125,0.012636184692382812
mig,0.9,0.01239776611328125,0.012159347534179688
mig,1.0,0.01239776611328125,0.022649765014648438
