mode,load,0_resnet152-4,1_resnet152-4
mig,0.1,0.012636184692382812,0.011920928955078125
mig,0.2,0.011920928955078125,0.011682510375976562
mig,0.3,0.010251998901367188,0.011682510375976562
mig,0.4,0.011682510375976562,0.010251998901367188
mig,0.5,0.011682510375976562,0.01049041748046875
mig,0.6,0.010013580322265625,0.011920928955078125
mig,0.7,0.011682510375976562,0.013828277587890625
mig,0.8,0.015497207641601562,0.012636184692382812
mig,0.9,0.01430511474609375,0.015497207641601562
mig,1.0,0.024557113647460938,0.013113021850585938
