mode,load,0_resnet152-4,1_resnet152-4
mig,0.1,0.03135204315185547,0.030279159545898438
mig,0.2,0.028848648071289062,0.026464462280273438
mig,0.3,0.029325485229492188,0.030279159545898438
mig,0.4,4.871606826782227,6.893634796142578
mig,0.5,11.946439743041992,14.580249786376953
mig,0.6,41.89479351043701,44.45624351501465
mig,0.7,1048.1164455413818,3619.763135910034
mig,0.8,4451.293349266052,6060.239672660828
mig,0.9,7797.125935554504,8298.808336257935
mig,1.0,10063.218355178833,10765.113353729248
