mode,load,0_efficientnet_b6-2,1_mobilenet_v3_large-16,2_vgg16-16
mps-uncap,0.8,283.62035751342773,144.47689056396484,169.7371006011963
mps-uncap,0.9,459.7129821777344,197.68977165222168,184.90052223205566
mps-uncap,1.0,977.7905941009521,744.7247505187988,447.10493087768555
mps-uncap,0.5,76.22098922729492,51.99480056762695,61.287879943847656
mps-uncap,0.6,156.4939022064209,76.68352127075195,76.04670524597168
mps-uncap,0.7,127.25496292114258,73.0593204498291,76.11489295959473
mps-uncap,0.1,39.13760185241699,23.746967315673828,26.089906692504883
mps-uncap,0.2,50.35090446472168,21.587848663330078,34.6224308013916
mps-uncap,0.3,48.11882972717285,25.623321533203125,33.197641372680664
mps-uncap,0.4,56.20408058166504,38.22660446166992,42.981863021850586
