mode,load,0_efficientnet_b6-2,1_mobilenet_v3_large-16,2_vgg16-16
mps-uncap,0.8,41.32485389709473,14.0610933303833,19.135236740112305
mps-uncap,0.9,51.27537250518799,21.110057830810547,31.360507011413574
mps-uncap,1.0,184.70251560211182,71.71392440795898,88.62662315368652
mps-uncap,0.5,20.025014877319336,9.257316589355469,10.379791259765625
mps-uncap,0.6,22.65036106109619,11.05499267578125,11.510133743286133
mps-uncap,0.7,28.097152709960938,12.36104965209961,15.008807182312012
mps-uncap,0.1,24.28913116455078,7.468581199645996,9.391069412231445
mps-uncap,0.2,24.00970458984375,7.545232772827148,9.363174438476562
mps-uncap,0.3,23.195981979370117,7.755517959594727,9.595632553100586
mps-uncap,0.4,19.4394588470459,7.910013198852539,9.899139404296875
