mode,load,0_efficientnet_b6-2,1_mobilenet_v3_large-16,2_vgg16-16
mps-uncap,0.8,26.869893074035645,12.039542198181152,10.47050952911377
mps-uncap,0.9,42.4119234085083,13.501524925231934,10.875701904296875
mps-uncap,1.0,51.277995109558105,14.245033264160156,11.150598526000977
mps-uncap,0.5,18.62478256225586,7.475018501281738,9.633779525756836
mps-uncap,0.6,19.04773712158203,7.790327072143555,9.90748405456543
mps-uncap,0.7,22.016286849975586,10.651707649230957,10.118246078491211
mps-uncap,0.1,23.97024631500244,7.365942001342773,9.312629699707031
mps-uncap,0.2,23.683547973632812,7.387638092041016,9.27424430847168
mps-uncap,0.3,21.08144760131836,7.476091384887695,9.334564208984375
mps-uncap,0.4,18.481850624084473,7.422089576721191,9.385824203491211
