mode,load,0_efficientnet_b6-2,1_mobilenet_v3_large-16,2_vgg16-16
mps-uncap,0.8,31.816732337947382,845.9051705057175,1148.97365976372
mps-uncap,0.9,33.86913173018201,918.1411067801225,1281.0507546653878
mps-uncap,1.0,37.77501489614925,1037.4796667771632,1379.7204038858372
mps-uncap,0.5,18.574633283695285,522.258558197298,695.7616271535244
mps-uncap,0.6,23.800047968557042,641.1784298627169,856.2559218402386
mps-uncap,0.7,24.271151074693503,711.9253299206352,1010.3722647037382
mps-uncap,0.1,3.9161940298784312,96.28385708820768,139.05302818186524
mps-uncap,0.2,7.422240102883399,204.79894980723472,271.20028717197056
mps-uncap,0.3,10.910315207624004,312.714706572899,432.10982875431085
mps-uncap,0.4,15.495365510441928,407.3980884261865,559.1637633012405
