mode,load,0_efficientnet_b6-2,1_mobilenet_v3_large-16,2_vgg16-16
mps-uncap,0.8,0.06079673767089844,1.4357566833496094,8.754968643188477
mps-uncap,0.9,16.38960838317871,8.96596908569336,20.599722862243652
mps-uncap,1.0,137.1697187423706,57.57904052734375,77.52656936645508
mps-uncap,0.5,0.056743621826171875,0.05078315734863281,0.05125999450683594
mps-uncap,0.6,0.05745887756347656,0.05030632019042969,1.5332698822021484
mps-uncap,0.7,0.057220458984375,0.04589557647705078,4.943966865539551
mps-uncap,0.1,0.06031990051269531,0.06103515625,0.064849853515625
mps-uncap,0.2,0.060558319091796875,0.058650970458984375,0.05614757537841797
mps-uncap,0.3,0.06127357482910156,0.054836273193359375,0.051021575927734375
mps-uncap,0.4,0.058770179748535156,0.05340576171875,0.05078315734863281
