mode,load,0_efficientnet_b6-2,1_mobilenet_v3_large-16,2_vgg16-16
mps-uncap,0.8,93.1549072265625,35.767102241516106,50.04642009735108
mps-uncap,0.9,159.71791744232178,67.82267093658446,85.23979187011723
mps-uncap,1.0,488.7476444244387,431.62598609924316,213.7200832366943
mps-uncap,0.5,35.22758483886718,16.723036766052246,21.640014648437514
mps-uncap,0.6,47.65517711639406,21.594095230102546,26.821517944335934
mps-uncap,0.7,55.64491748809812,25.364565849304203,36.0062122344971
mps-uncap,0.1,27.384591102600098,8.540225028991697,10.50257682800293
mps-uncap,0.2,29.966211318969727,11.763143539428711,12.6939058303833
mps-uncap,0.3,30.5142879486084,12.678122520446781,16.304349899291996
mps-uncap,0.4,35.02182960510255,14.525628089904787,18.6739444732666
