mode,load,0_squeezenet1_1-2,1_squeezenet1_1-2,2_squeezenet1_1-2,3_squeezenet1_1-2
mig,0.1,1.688241958618164,1.705169677734375,1.7189979553222656,1.8498897552490234
mig,0.2,1.7099380493164062,1.676321029663086,1.6937255859375,1.829385757446289
mig,0.3,1.6596317291259766,1.683950424194336,1.6889572143554688,1.8284320831298828
mig,0.4,1.661062240600586,1.7173290252685547,1.6701221466064453,1.729726791381836
mig,0.5,1.6679763793945312,1.6775131225585938,1.6710758209228516,1.7306804656982422
mig,0.6,1.669168472290039,1.6624927520751953,1.6813278198242188,1.7364025115966797
mig,0.7,1.68609619140625,1.680612564086914,1.6427040100097656,1.7254352569580078
mig,0.8,1.6815662384033203,1.6720294952392578,1.680612564086914,1.7368793487548828
mig,0.9,1.6727447509765625,1.6520023345947266,1.6720294952392578,1.7061233520507812
mig,1.0,1.661539077758789,1.6407966613769531,1.703023910522461,1.7139911651611328
