mode,load,0_efficientnet_b6-32,1_efficientnet_b7-2,2_mobilenet_v2-32,3_resnet34-32
mps-uncap,1.0,0.000476837158203125,0.0057220458984375,0.0021457672119140625,0.000476837158203125
