mode,load,0_vgg16-4,1_densenet161-32,2_resnet18-16
mps-uncap,1.0,470.3452650469663,467.00535155650385,1815.8798835239716
mig,1.0,548.8951980380234,296.48346036623934,2010.2264926492726
