mode,load,0_vgg16-4,1_densenet161-32,2_resnet18-16
mps-uncap,1.0,0.0054836273193359375,0.000476837158203125,0.0016689300537109375
mig,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125
