mode,load,0_densenet161-16,1_mobilenet_v2-2,2_vgg19-32
mps-uncap,0.8,0.0133514404296875,0.011444091796875,0.01239776611328125
mps-uncap,0.9,0.012636184692382812,0.011920928955078125,0.011920928955078125
mps-uncap,1.0,0.015497207641601562,0.011682510375976562,0.02574920654296875
mps-uncap,0.5,0.012874603271484375,0.011444091796875,0.011682510375976562
mps-uncap,0.6,0.012874603271484375,0.011444091796875,0.011205673217773438
mps-uncap,0.7,0.011920928955078125,0.011444091796875,0.011205673217773438
mps-uncap,0.1,0.01621246337890625,0.014543533325195312,0.0152587890625
mps-uncap,0.2,0.013828277587890625,0.014066696166992188,0.011682510375976562
mps-uncap,0.3,0.014066696166992188,0.011682510375976562,0.011444091796875
mps-uncap,0.4,0.015020370483398438,0.011205673217773438,0.009775161743164062
