mode,load,0_densenet161-16,1_mobilenet_v2-2,2_vgg19-32
mps-uncap,0.8,119.2720890045166,22.49588966369629,29.28304672241211
mps-uncap,0.9,110.89963912963867,25.904178619384766,29.9710750579834
mps-uncap,1.0,110.68289279937744,26.874279975891117,29.76531982421875
mps-uncap,0.5,102.72440910339357,17.468929290771484,27.919292449951172
mps-uncap,0.6,93.23363304138184,19.444847106933594,28.275728225708008
mps-uncap,0.7,111.54806613922119,19.693994522094727,28.973102569580078
mps-uncap,0.1,50.114440917968764,9.458255767822266,30.35550117492676
mps-uncap,0.2,42.22495555877686,14.390611648559572,26.764106750488278
mps-uncap,0.3,52.508282661438,15.503978729248047,26.342964172363285
mps-uncap,0.4,69.44620609283447,17.403125762939453,26.52044296264648
