mode,load,0_densenet161-16,1_mobilenet_v2-2,2_vgg19-32
mps-uncap,0.8,432.59549140930176,60.17937660217285,473.7679958343506
mps-uncap,0.9,1096.1613655090332,257.6560974121095,1475.4697322845461
mps-uncap,1.0,3435.1820707321167,4324.364852905273,4079.1135072708134
mps-uncap,0.5,108.14619064331059,19.45109367370605,66.7820453643799
mps-uncap,0.6,106.13088607788086,24.979209899902358,84.52844619750977
mps-uncap,0.7,201.29656791687012,28.98755073547367,118.26467514038086
mps-uncap,0.1,50.16000270843508,11.622095108032257,34.96198654174805
mps-uncap,0.2,47.31149673461914,16.48173332214357,37.488007545471184
mps-uncap,0.3,61.79912090301514,16.86100959777832,44.59283351898194
mps-uncap,0.4,74.84221458435059,18.95883083343506,54.811668395996094
