mode,load,0_densenet161-16,1_mobilenet_v2-2,2_vgg19-32
mps-uncap,0.8,1054.7549724578857,163.90681266784668,817.2092437744141
mps-uncap,0.9,1687.584638595581,451.73144340515137,2245.013952255249
mps-uncap,1.0,4046.7212200164795,5168.204784393311,4483.932733535767
mps-uncap,0.5,282.8669548034668,54.740190505981445,144.85979080200195
mps-uncap,0.6,198.8072395324707,73.06981086730957,178.75313758850098
mps-uncap,0.7,496.2806701660156,82.73148536682129,282.6862335205078
mps-uncap,0.1,70.63412666320801,26.095151901245117,79.08129692077637
mps-uncap,0.2,66.29610061645508,33.19859504699707,67.43597984313965
mps-uncap,0.3,154.37722206115723,34.63578224182129,107.61189460754395
mps-uncap,0.4,146.1954116821289,55.62734603881836,120.25260925292969
