mode,load,0_densenet161-16,1_mobilenet_v2-2,2_vgg19-32
mps-uncap,0.8,109.75122451782227,12.094259262084961,26.523590087890625
mps-uncap,0.9,108.48307609558105,17.658233642578125,27.111291885375977
mps-uncap,1.0,108.89911651611328,18.808960914611816,27.344107627868652
mps-uncap,0.5,35.085439682006836,7.343769073486328,25.01821517944336
mps-uncap,0.6,39.572715759277344,7.552385330200195,25.24399757385254
mps-uncap,0.7,57.09362030029297,8.12685489654541,25.777578353881836
mps-uncap,0.1,32.88733959197998,8.933782577514648,24.31786060333252
mps-uncap,0.2,25.56288242340088,9.189844131469727,24.2387056350708
mps-uncap,0.3,21.36826515197754,9.089946746826172,24.224519729614258
mps-uncap,0.4,27.909040451049805,8.08703899383545,24.569034576416016
