mode,load,0_vgg19-4,1_efficientnet_b6-16,2_resnet18-8
mps-uncap,1.0,6.141901016235352,29.13045883178711,4.560232162475586
mig,1.0,7.931232452392578,70.44029235839844,4.20069694519043
