mode,load,0_vgg19-4,1_efficientnet_b6-16,2_resnet18-8
mps-uncap,1.0,486.09729024896086,366.2439901152695,1104.2732280032546
mig,1.0,479.08254163974425,222.01982046453608,1787.6586309364404
