mode,load,0_densenet169-16,1_efficientnet_b5-32,2_vgg11-32
mps-uncap,0.8,110.03605280520046,265.4495284911186,1773.5860790454085
mps-uncap,0.9,121.20362647320539,257.6871051989627,2043.7132285684222
mps-uncap,1.0,125.65373612432073,284.0326512893691,2277.1802730288805
mps-uncap,0.5,57.77259561774056,152.10302193618864,1109.2157842271822
mps-uncap,0.6,74.28856320892642,198.2550231751763,1335.210822906729
mps-uncap,0.7,80.33077722592618,219.33848944391954,1593.1830066043233
mps-uncap,0.1,13.921815131329257,27.872175456655135,226.08785999537733
mps-uncap,0.2,26.469862235718796,58.57714091508767,446.26856879294303
mps-uncap,0.3,38.83678310704462,95.10798000488582,691.0969882826239
mps-uncap,0.4,54.49401613945845,136.4619773297798,858.4533320844334
