mode,load,0_inception_v3-32,1_inception_v3-32
mig,0.1,15.689373016357422,18.584489822387695
mig,0.2,15.686273574829102,18.561601638793945
mig,0.3,15.680789947509766,18.555641174316406
mig,0.4,15.680551528930664,18.568992614746094
mig,0.5,15.67220687866211,18.557310104370117
mig,0.6,15.660762786865234,18.54705810546875
mig,0.7,15.67530632019043,18.56517791748047
mig,0.8,15.68603515625,18.56064796447754
mig,0.9,15.678882598876953,18.560409545898438
mig,1.0,15.692710876464844,18.591880798339844
