mode,load,0_inception_v3-32,1_inception_v3-32
mig,0.1,208.13180716838508,163.28756058816222
mig,0.2,421.2562908416878,327.3905581141629
mig,0.3,596.0378950275441,520.0204579239639
mig,0.4,778.0259042383445,695.5845082861885
mig,0.5,996.0150027704912,800.1907582596962
mig,0.6,1195.5571399483663,1067.4709945283769
mig,0.7,1424.3501223487365,1190.8654756491637
mig,0.8,1632.0082559205953,1300.8818078133309
mig,0.9,1812.7302180428414,1494.8484383509367
mig,1.0,1975.2201501261454,1685.8630656712612
