mode,load,0_vgg13-16,1_inception_v3-8,2_squeezenet1_1-4
mps-uncap,1.0,10.1090669631958,29.341697692871094,8.685708045959473
mig,1.0,18.901348114013672,10.141849517822266,1.8725395202636719
