mode,load,0_vgg13-16,1_inception_v3-8,2_squeezenet1_1-4
mps-uncap,1.0,1573.4595288197322,277.39613022212967,490.07370106153786
mig,1.0,841.7254131857707,782.3232027221763,2093.8290852265477
