mode,load,0_vgg13-16,1_inception_v3-8,2_squeezenet1_1-4
mps-uncap,1.0,21.492719650268555,35.570383071899414,17.011165618896484
mig,1.0,24.998903274536133,23.043155670166016,12.162923812866211
