mode,load,0_resnet152-16,1_resnet34-16,2_squeezenet1_0-8
mps-uncap,0.8,14.938592910766602,3.8976669311523438,1.9049644470214844
mps-uncap,0.9,15.213489532470703,3.9370059967041016,1.9445419311523438
mps-uncap,1.0,21.279335021972656,4.041433334350586,2.0155906677246094
mps-uncap,0.5,14.662504196166992,3.8475990295410156,1.8413066864013672
mps-uncap,0.6,14.730691909790039,3.845691680908203,1.8546581268310547
mps-uncap,0.7,14.811277389526367,3.7355422973632812,1.8696784973144531
mps-uncap,0.1,14.62864875793457,5.064725875854492,1.964569091796875
mps-uncap,0.2,14.76907730102539,3.8862228393554688,1.9075870513916016
mps-uncap,0.3,14.63460922241211,3.8824081420898438,1.9116401672363281
mps-uncap,0.4,14.707565307617188,3.8635730743408203,1.903533935546875
