mode,load,0_resnet152-16,1_resnet34-16,2_squeezenet1_0-8
mps-uncap,0.8,185.070505142212,48.20401191711426,62.140493392944336
mps-uncap,0.9,1414.5823335647585,136.33480548858697,239.81571674346924
mps-uncap,1.0,6991.216859817507,1453.3724451065063,5602.18043088913
mps-uncap,0.5,38.893976211547844,15.53826332092287,10.421652793884295
mps-uncap,0.6,64.67321872711183,22.719502449035637,12.789154052734377
mps-uncap,0.7,102.79216766357433,35.57383537292494,22.633962631225565
mps-uncap,0.1,23.163318634033203,7.124807834625256,3.68275642395019
mps-uncap,0.2,23.325052261352504,11.527776718139643,5.404796600341833
mps-uncap,0.3,24.089374542236328,12.407779693603509,7.039911746978768
mps-uncap,0.4,30.43973207473754,15.624599456787212,8.256006240844725
