mode,load,0_vgg16-32,1_densenet201-2,2_efficientnet_b6-2
mps-uncap,1.0,21.589064598083496,85.72120666503906,67.50297546386719
ts,1.0,60.0872278213501,25.049591064453125,25.25036334991455
mig,1.0,41.04757308959961,20.524024963378906,17.255067825317383
