mode,load,0_vgg11-8,1_vgg11-8,2_vgg11-8,3_vgg11-8
mig,0.1,70.69689224430314,68.99491589285054,72.79659134188532,34.67986701968545
mig,0.2,140.3019246988368,138.63526126559904,138.15265540684206,75.96016394886318
mig,0.3,215.9344421076894,216.3857421320113,218.99347778170775,106.40677027714722
mig,0.4,287.7067746970267,282.7369148045024,285.47821133403903,149.4589875220441
mig,0.5,364.5005800639211,357.17021000934466,363.3653443646915,183.28030162618617
mig,0.6,419.42213382233086,441.8205599027716,435.42946145687813,228.71840371871622
mig,0.7,518.5984361135479,501.6054496050136,514.0747849715328,261.66750849029614
mig,0.8,580.6494563162045,591.7942295492167,586.5912485874319,296.24100947714874
mig,0.9,672.1327825992141,647.752403385521,647.4126490018609,343.3975117637384
mig,1.0,715.6590604203928,715.7253079764911,730.8496411177998,373.1037149289468
