mode,load,0_densenet121-2,1_efficientnet_b6-8,2_resnet101-4
mps-uncap,0.8,152.2717158994309,348.22919033073634,373.3118806716173
mps-uncap,0.9,174.2172431690146,408.0778395743171,417.9036074033166
mps-uncap,1.0,194.73890476249977,459.1032212155989,457.5015686047479
mps-uncap,0.5,94.09716531475229,229.50134767400726,224.33315658552428
mps-uncap,0.6,112.87037462293641,271.65235446546166,275.5162237559343
mps-uncap,0.7,138.8555785223356,317.6287035049267,312.593031054109
mps-uncap,0.1,20.484386415076052,48.141545480554726,46.89377450484243
mps-uncap,0.2,39.13030205870217,88.64914763575374,91.71852439154756
mps-uncap,0.3,55.586533145242036,145.2069414117429,132.79739726125294
mps-uncap,0.4,78.02355728401564,179.20796209398225,177.78059726574216
