mode,load,0_alexnet-4,1_resnet101-32,2_vgg16-32
mps-uncap,0.8,10.872364044189453,86.18378639221191,54.03757095336914
mps-uncap,0.9,42.77992248535156,358.2960367202759,551.9876480102539
mps-uncap,1.0,1296.5236902236938,375.5166530609131,2120.7985877990723
mps-uncap,0.5,2.1812915802001953,38.94400596618652,24.547576904296875
mps-uncap,0.6,3.594636917114258,51.464080810546875,27.271032333374023
mps-uncap,0.7,7.3757171630859375,74.64909553527832,39.758920669555664
mps-uncap,0.1,1.5344619750976562,22.65465259552002,21.569490432739258
mps-uncap,0.2,1.5075206756591797,23.006677627563477,21.795988082885742
mps-uncap,0.3,1.4967918395996094,22.915363311767578,22.025227546691895
mps-uncap,0.4,1.5163421630859375,27.626395225524902,22.552013397216797
