mode,load,0_alexnet-4,1_resnet101-32,2_vgg16-32
mps-uncap,0.8,105.94797134399414,406.200647354126,343.57762336730957
mps-uncap,0.9,228.989839553833,1398.6632823944092,1044.7807312011719
mps-uncap,1.0,2877.206563949585,1473.494529724121,5106.244325637817
mps-uncap,0.5,25.920867919921875,130.126953125,122.0693588256836
mps-uncap,0.6,37.72878646850586,149.07002449035645,114.91060256958008
mps-uncap,0.7,50.76146125793457,576.9350528717041,178.38168144226074
mps-uncap,0.1,2.9532909393310547,22.54796028137207,23.182153701782227
mps-uncap,0.2,13.132333755493164,32.68861770629883,39.0777587890625
mps-uncap,0.3,15.583038330078125,39.10374641418457,67.34967231750488
mps-uncap,0.4,21.976470947265625,77.83269882202148,71.29979133605957
