mode,load,0_mobilenet_v2-8,1_mobilenet_v2-8,2_mobilenet_v2-8,3_mobilenet_v2-8
mig,0.1,7.195711135864258,6.963491439819336,7.190465927124023,8.976459503173828
mig,0.2,9.009361267089844,7.233858108520508,6.705760955810547,8.963584899902344
mig,0.3,7.328987121582031,7.584571838378906,8.799552917480469,8.975028991699219
mig,0.4,7.087945938110352,6.73365592956543,7.243156433105469,8.976459503173828
mig,0.5,6.455898284912109,6.686210632324219,6.684541702270508,8.98885726928711
mig,0.6,5.575895309448242,5.95402717590332,5.883216857910156,8.95547866821289
mig,0.7,5.566120147705078,5.254507064819336,5.349874496459961,8.956670761108398
mig,0.8,5.113840103149414,5.196809768676758,5.26881217956543,8.979320526123047
mig,0.9,5.164146423339844,5.2280426025390625,5.240917205810547,8.959531784057617
mig,1.0,5.145788192749023,5.219936370849609,5.236387252807617,8.938074111938477
