mode,load,0_mobilenet_v2-8,1_mobilenet_v2-8,2_mobilenet_v2-8,3_mobilenet_v2-8
mig,0.1,5.563399791717534,4.970183372497559,5.273103713989253,8.386788368225103
mig,0.2,8.380270004272466,7.606146335601801,8.02044868469241,11.469550132751449
mig,0.3,11.507034301757805,10.357017517089842,11.643352508544913,15.585529804229713
mig,0.4,14.088697433471646,14.462838172912598,15.425670146942153,22.45728492736816
mig,0.5,15.27476310729979,15.882732868194575,14.854190349578856,27.00540542602541
mig,0.6,25.091819763183537,22.871320247650143,19.47436571121216,38.83666276931767
mig,0.7,25.512781143188487,30.650930404663093,27.856760025024407,60.324690341949434
mig,0.8,46.246862411499016,55.95025539398193,36.564254760742195,63.86459112167345
mig,0.9,96.69075012207017,94.91686105728151,98.09329986572273,130.11728286743173
mig,1.0,218.189537525177,358.48149299621616,239.1527009010315,530.7229685783385
