mode,load,0_mobilenet_v2-8,1_mobilenet_v2-8,2_mobilenet_v2-8,3_mobilenet_v2-8
mig,0.1,5.558013916015625,5.589008331298828,5.569219589233398,8.776664733886719
mig,0.2,5.492925643920898,5.5092573165893555,5.481719970703125,8.760929107666016
mig,0.3,5.475759506225586,5.503296852111816,5.450725555419922,8.74948501586914
mig,0.4,4.71949577331543,5.141854286193848,5.174994468688965,8.723735809326172
mig,0.5,4.561424255371094,4.639387130737305,4.647254943847656,8.712530136108398
mig,0.6,4.552364349365234,4.630088806152344,4.633426666259766,8.707284927368164
mig,0.7,4.550457000732422,4.622220993041992,4.630327224731445,8.709549903869629
mig,0.8,4.55164909362793,4.625558853149414,4.637002944946289,8.709430694580078
mig,0.9,4.552125930786133,4.623174667358398,4.631757736206055,8.710622787475586
mig,1.0,4.55021858215332,4.618644714355469,4.628896713256836,8.706092834472656
