mode,load,0_mobilenet_v2-8,1_mobilenet_v2-8,2_mobilenet_v2-8,3_mobilenet_v2-8
mig,0.1,4.550457000732422,4.624843597412109,4.624128341674805,8.7127685546875
mig,0.2,4.546642303466797,4.621744155883789,4.622936248779297,8.710145950317383
mig,0.3,4.551410675048828,4.621267318725586,4.6329498291015625,8.696794509887695
mig,0.4,4.541635513305664,4.617452621459961,4.628896713256836,8.696556091308594
mig,0.5,4.541873931884766,4.620790481567383,4.6291351318359375,8.696794509887695
mig,0.6,4.53948974609375,4.619359970092773,4.622936248779297,8.692741394042969
mig,0.7,4.540920257568359,4.612445831298828,4.619836807250977,8.697986602783203
mig,0.8,4.544496536254883,4.621744155883789,4.631280899047852,8.70060920715332
mig,0.9,4.55021858215332,4.616975784301758,4.62794303894043,8.701801300048828
mig,1.0,4.546165466308594,4.61578369140625,4.628419876098633,8.704900741577148
