mode,load,0_mobilenet_v2-8,1_mobilenet_v2-8,2_mobilenet_v2-8,3_mobilenet_v2-8
mig,0.1,6.513357162475588,6.410837173461914,6.307077407836916,9.219169616699233
mig,0.2,8.904266357421877,8.824396133422852,8.89582633972168,13.277482986450195
mig,0.3,10.515069961547852,10.387682914733887,10.53299903869629,15.87684154510498
mig,0.4,11.530447006225588,11.337709426879886,11.623144149780273,17.911291122436523
mig,0.5,11.859893798828125,11.9926929473877,11.82081699371338,22.333002090454116
mig,0.6,14.87560272216797,15.062117576599123,13.572931289672852,27.235984802246097
mig,0.7,18.039226531982422,18.691158294677738,17.77524948120117,36.745309829711914
mig,0.8,29.329538345336918,29.1045904159546,24.229264259338382,46.379280090332024
mig,0.9,46.16770744323731,48.96254539489747,49.95279312133789,79.59742546081544
mig,1.0,164.4432544708252,272.8151798248291,196.0760831832886,445.8671808242798
